"sample_id","occurrence_id","taxon_group","taxon_source","english_name","source_taxon_version_key","order","family","floral_unit","total_floral_units","year"
15672996,"22117488","flowering plant","Lotus corniculatus","Common Bird's-foot-trefoil","NBNSYS0000003258","Fabales","Fabaceae","flower head",9,2021
15672996,"22117487","flowering plant","Centaurea nigra sens. lat. (=nigra/debauxii)","Common Knapweed","NHMSYS0021232322","Asterales","Asteraceae","flower head",25,2021
15672507,"22116995","flowering plant","Senecio","Ragwort","NHMSYS0000463420","Asterales","Asteraceae","flower head",12,2021
15672507,"22116994","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",41,2021
15671009,"22115425","flowering plant","Sonchus","Sow Thistle","NHMSYS0000463784","Asterales","Asteraceae","flower head",2,2021
15671009,"22115424","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",2,2021
15670519,"22114930","flowering plant","Cerastium","Mouse-Ear","NHMSYS0000457055","Caryophyllales","Caryophyllaceae","individual flower",2,2021
15670519,"22114929","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",58,2021
15670519,"22114928","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",63,2021
15670510,"22114909","flowering plant","Prunella vulgaris","Selfheal","NBNSYS0000004225","Lamiales","Lamiaceae","flower spike",7,2021
15670510,"22114908","flowering plant","Cirsium arvense","Creeping Thistle","NBNSYS0000004492","Asterales","Asteraceae","flower head",8,2021
15670510,"22114907","flowering plant","Lotus corniculatus","Common Bird's-foot-trefoil","NBNSYS0000003258","Fabales","Fabaceae","flower head",10,2021
15670510,"22114906","flowering plant","Centaurea nigra sens. lat. (=nigra/debauxii)","Common Knapweed","NHMSYS0021232322","Asterales","Asteraceae","flower head",45,2021
15670504,"22114870","flowering plant","Viola riviniana","Common Dog-violet","NHMSYS0000464897","Malpighiales","Violaceae","individual flower",2,2021
15670504,"22114869","flowering plant","Anemone nemorosa","Wood Anemone","NBNSYS0000002700","Ranunculales","Ranunculaceae","individual flower",4,2021
15669996,"22114366","flowering plant","Anemone nemorosa","Wood Anemone","NBNSYS0000002700","Ranunculales","Ranunculaceae","individual flower",23,2021
15669980,"22114350","flowering plant","Viola riviniana","Common Dog-violet","NHMSYS0000464897","Malpighiales","Violaceae","individual flower",3,2021
15669980,"22114349","flowering plant","Anemone nemorosa","Wood Anemone","NBNSYS0000002700","Ranunculales","Ranunculaceae","individual flower",12,2021
15669966,"22114347","flowering plant","Rosa","Rose","NHMSYS0000462442","Rosales","Rosaceae","individual flower",78,2021
15669943,"22114312","flowering plant","Anthriscus sylvestris","Cow Parsley","NBNSYS0000003641","Apiales","Apiaceae","flower umbel",12,2021
15669943,"22114311","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",33,2021
15669545,"22113916","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",7,2021
15669545,"22113915","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",34,2021
15669446,"22113814","flowering plant","Cerastium","Mouse-Ear","NHMSYS0000457055","Caryophyllales","Caryophyllaceae","individual flower",18,2021
15669446,"22113813","flowering plant","Urtica dioica","Common Nettle","NBNSYS0000003807","Rosales","Urticaceae","flower spike",42,2021
15669446,"22113812","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",58,2021
15669446,"22113811","flowering plant","Plantago","Plantain","NHMSYS0000461759","Lamiales","Plantaginaceae","flower spike",15,2021
15669445,"22113810","flowering plant","Anemone nemorosa","Wood Anemone","NBNSYS0000002700","Ranunculales","Ranunculaceae","individual flower",1,2021
15669435,"22113800","flowering plant","Lotus","Bird's-Foot-Trefoil","NHMSYS0000460466","Fabales","Fabaceae","flower head",18,2021
15669435,"22113799","flowering plant","Plantago","Plantain","NHMSYS0000461759","Lamiales","Plantaginaceae","flower spike",24,2021
15668940,"22113299","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",54,2021
15668934,"22113285","flowering plant","Brassica",,"NHMSYS0000456592","Brassicales","Brassicaceae","flower head",450,2021
15668934,"22113284","flowering plant","Alliaria petiolata","Garlic Mustard","NHMSYS0000455754","Brassicales","Brassicaceae","flower spike",6,2021
15668920,"22113242","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",18,2021
15668920,"22113241","flowering plant","Campanula rotundifolia","Harebell","NBNSYS0000004288","Asterales","Campanulaceae","individual flower",3,2021
15668917,"22113237","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",35,2021
15668418,"22112735","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",3,2021
15668418,"22112734","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",5,2021
15668418,"22112733","flowering plant","Campanula rotundifolia","Harebell","NBNSYS0000004288","Asterales","Campanulaceae","individual flower",2,2021
15668407,"22112724","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",14,2021
15668407,"22112723","flowering plant","Crataegus monogyna","Hawthorn","NBNSYS0000003430","Rosales","Rosaceae","individual flower",500,2021
15668404,"22112721","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",4,2021
15668403,"22112720","flowering plant","Plantago","Plantain","NHMSYS0000461759","Lamiales","Plantaginaceae","flower spike",22,2021
15667912,"22112229","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",17,2021
15667912,"22112228","flowering plant","Campanula rotundifolia","Harebell","NBNSYS0000004288","Asterales","Campanulaceae","individual flower",23,2021
15645106,"22089945","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",3,2021
15645094,"22089937","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",11,2021
15645089,"22089898","flowering plant","Leontodon",,"NHMSYS0000460233","Asterales","Asteraceae","flower head",,2021
15645089,"22089897","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",4,2021
15645089,"22089896","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",2,2021
15645089,"22089895","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",2,2021
15642157,"22085620","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",3,2021
15642157,"22085619","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",11,2021
15639132,"22080700","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",5,2021
15639132,"22080699","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",1,2021
15639124,"22080676","flowering plant","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","Gentianales","Rubiaceae","flower umbel",6,2021
15639124,"22080675","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",25,2021
15639090,"22080588","flowering plant","Vaccinium vitis-idea","Cowberry","NBNSYS0000003914","Ericales","Ericaceae","flower spike",1,2021
15639090,"22080587","flowering plant","Vaccinium myrtillus","Bilberry","NBNSYS0000003915","Ericales","Ericaceae","individual flower",250,2021
15638985,"22080472","flowering plant","Vaccinium myrtillus","Bilberry","NBNSYS0000003915","Ericales","Ericaceae","individual flower",150,2021
15638954,"22080432","flowering plant","Vaccinium myrtillus","Bilberry","NBNSYS0000003915","Ericales","Ericaceae","individual flower",270,2021
15638318,"22079651","flowering plant","Sisymbrium officinale","Hedge Mustard","NBNSYS0000002906","Brassicales","Brassicaceae","flower spike",1.5,2021
15638318,"22079650","flowering plant","Aethusa cynapium","Fool's Parsley","NBNSYS0000003696","Apiales","Apiaceae","flower umbel",58,2021
15638318,"22079649","flowering plant","Silene latifolia","White Campion","NHMSYS0000463572","Caryophyllales","Caryophyllaceae","individual flower",3,2021
15638318,"22079648","flowering plant","Papaver rhoeas","Common Poppy","NBNSYS0000002764","Ranunculales","Papaveraceae","individual flower",6,2021
15638121,"22079409","flowering plant","Cichorium intybus","Chicory","NBNSYS0000004514","Asterales","Asteraceae","flower head",3,2021
15629589,"22083707","flowering plant","Ranunculus","Buttercup","NHMSYS0000462231","Ranunculales","Ranunculaceae","individual flower",6,2021
15629589,"22070958","flowering plant","Ranunculus flammula","Lesser Spearwort","NBNSYS0000002718","Ranunculales","Ranunculaceae","individual flower",1,2021
15629589,"22070956","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",46,2021
15629582,"22070923","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",7,2021
15629582,"22070922","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",1,2021
15629582,"22070921","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",5,2021
15629582,"22070920","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",32,2021
15629455,"22070787","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",43,2021
15629455,"22070786","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",57,2021
15629455,"22070785","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",2,2021
15629450,"22070805","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",50,2021
15629450,"22070769","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",9,2021
15629450,"22070768","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",26,2021
15629450,"22070767","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",12,2021
15629081,"22070372","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",15,2021
15629081,"22070371","flowering plant","Narthecium ossifragum","Bog Asphodel","NHMSYS0000460927","Dioscoreales","Nartheciaceae","flower spike",3,2021
15629081,"22070370","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",340,2021
15628986,"22070262","flowering plant","Erica tetralix","Cross-leaved Heath","NBNSYS0000003903","Ericales","Ericaceae","flower spike",42,2021
15628986,"22070261","flowering plant","Narthecium ossifragum","Bog Asphodel","NHMSYS0000460927","Dioscoreales","Nartheciaceae","flower spike",94,2021
15628986,"22070260","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",220,2021
15628979,"22070235","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",1700,2021
15628972,"22070228","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",530,2021
15628972,"22070227","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",7,2021
15628848,"22070101","flowering plant","Calluna vulgaris","Heather","NBNSYS0000003902","Ericales","Ericaceae","flower spike",36,2021
15628848,"22070100","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",34,2021
15624663,"22064105","flowering plant","Stellaria graminea","Lesser Stitchwort","NBNSYS0000003037","Caryophyllales","Caryophyllaceae","individual flower",3,2021
15624663,"22064104","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",23,2021
15624663,"22064103","flowering plant","Cirsium palustre","Marsh Thistle","NBNSYS0000004491","Asterales","Asteraceae","flower head",3,2021
15624663,"22064102","flowering plant","Trifolium repens","White Clover","NBNSYS0000003247","Fabales","Fabaceae","flower head",4,2021
15624294,"22063549","flowering plant","Stellaria graminea","Lesser Stitchwort","NBNSYS0000003037","Caryophyllales","Caryophyllaceae","individual flower",5,2021
15624294,"22063548","flowering plant","Galium verum","Lady's Bedstraw","NBNSYS0000004309","Gentianales","Rubiaceae","flower spike",2,2021
15624294,"22063547","flowering plant","Campanula rotundifolia","Harebell","NBNSYS0000004288","Asterales","Campanulaceae","individual flower",1,2021
15624294,"22063546","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",34,2021
15624237,"22063447","flowering plant","Ranunculus acris","Meadow Buttercup","NBNSYS0000002708","Ranunculales","Ranunculaceae","individual flower",2,2021
15624237,"22063446","flowering plant","Galium verum","Lady's Bedstraw","NBNSYS0000004309","Gentianales","Rubiaceae","flower spike",17,2021
15624237,"22063445","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",32,2021
15624200,"22063383","flowering plant","Campanula rotundifolia","Harebell","NBNSYS0000004288","Asterales","Campanulaceae","individual flower",5,2021
15624200,"22063382","flowering plant","Potentilla erecta","Tormentil","NBNSYS0000003349","Rosales","Rosaceae","individual flower",21,2021
15624055,"22063177","flowering plant","Campanula rotundifolia","Harebell","NBNSYS0000004288","Asterales","Campanulaceae","individual flower",65,2021
